Gender;Age;Education Level;Institution Type;IT Student;Location;Load-shedding;Financial Condition;Internet Type;Network Type;Class Duration;Self Lms;Device;Adaptivity Level
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;0;No;Mobile;Low
Girl;nov-15;School;Non Government;No;No;High;Mid;Mobile Data;3G;0;No;Mobile;Low
Boy;21-25;University;Government;No;No;High;Mid;Mobile Data;4G;1-mar;No;Mobile;Low
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;3-jun;Yes;Mobile;Moderate
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;3-jun;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Computer;Moderate
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;1-mar;No;Computer;Low
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;Yes;Mobile;Low
Boy;6-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;0;No;Mobile;Low
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;1-mar;No;Computer;High
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;1-mar;No;Mobile;High
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;nov-15;School;Government;No;No;Low;Poor;Mobile Data;3G;0;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Girl;21-25;University;Non Government;Yes;No;High;Mid;Wifi;4G;1-mar;Yes;Computer;Moderate
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Wifi;4G;3-jun;Yes;Computer;Moderate
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Government;No;Yes;High;Mid;Mobile Data;4G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;No;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;3-jun;Yes;Computer;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;High
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Computer;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Girl;6-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;High
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;School;Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Low
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;4G;0;No;Mobile;Low
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;No;Mobile;Low
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;0;No;Mobile;Moderate
Girl;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Low
Girl;6-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;0;No;Mobile;Low
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;0;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;3-jun;Yes;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;16-20;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;0;No;Mobile;Low
Girl;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;Yes;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;3-jun;Yes;Mobile;Moderate
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;Yes;Computer;Moderate
Boy;26-30;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Computer;Moderate
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Wifi;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;21-25;University;Non Government;Yes;No;High;Mid;Wifi;4G;1-mar;Yes;Computer;Moderate
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;3-jun;No;Computer;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Boy;21-25;University;Non Government;No;No;Low;Mid;Mobile Data;4G;1-mar;Yes;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;Yes;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;6-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;3-jun;No;Mobile;High
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;6-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;0;No;Mobile;Low
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;3-jun;Yes;Computer;Low
Boy;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;1-mar;Yes;Computer;High
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;1-mar;No;Computer;Moderate
Boy;16-20;College;Government;Yes;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Mobile;High
Girl;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;6-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;3-jun;No;Computer;Moderate
Boy;6-oct;School;Government;No;No;High;Mid;Mobile Data;2G;0;No;Mobile;Low
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;Yes;Tab;Moderate
Boy;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;3-jun;No;Tab;High
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;High
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;3-jun;Yes;Computer;Moderate
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;0;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;3-jun;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;3-jun;No;Computer;Low
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Mobile;Moderate
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;6-oct;School;Non Government;No;Yes;Low;Mid;Wifi;3G;1-mar;No;Mobile;High
Boy;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;0;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;6-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Girl;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;Yes;Mobile;Low
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;1-mar;Yes;Computer;High
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;No;High;Mid;Mobile Data;3G;0;No;Mobile;Low
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;0;No;Mobile;Low
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;Yes;Mobile;Low
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;6-oct;School;Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;6-oct;School;Government;No;No;High;Mid;Mobile Data;2G;0;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Mobile;Moderate
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;3G;0;No;Mobile;Low
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;0;No;Mobile;Low
Girl;21-25;University;Non Government;No;Yes;High;Poor;Wifi;4G;3-jun;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;1-mar;No;Computer;Low
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;3-jun;Yes;Computer;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;School;Government;No;No;Low;Rich;Mobile Data;4G;1-mar;No;Mobile;High
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Low
Boy;16-20;University;Government;No;No;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;0;No;Mobile;Low
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Mobile Data;3G;1-mar;Yes;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;3-jun;No;Computer;Moderate
Girl;21-25;University;Non Government;No;Yes;High;Mid;Mobile Data;4G;1-mar;Yes;Mobile;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;0;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;3-jun;Yes;Computer;Moderate
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;21-25;University;Government;No;No;Low;Mid;Mobile Data;2G;1-mar;No;Mobile;Low
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;1-mar;Yes;Computer;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;No;Computer;Moderate
Boy;26-30;University;Government;No;No;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;1-mar;No;Computer;Low
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;1-mar;No;Mobile;Low
Girl;6-oct;School;Non Government;No;Yes;Low;Mid;Wifi;3G;1-mar;No;Mobile;High
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;High
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;3-jun;No;Computer;Moderate
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;0;No;Mobile;Low
Boy;1-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;1-mar;No;Mobile;Low
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;1-mar;Yes;Mobile;Moderate
Girl;16-20;College;Government;No;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;3G;1-mar;No;Mobile;High
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;0;No;Mobile;Low
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Boy;21-25;University;Non Government;No;Yes;High;Mid;Mobile Data;3G;1-mar;Yes;Mobile;Moderate
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;3-jun;No;Mobile;Moderate
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;1-mar;No;Computer;Low
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;3-jun;No;Tab;Moderate
Girl;1-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;1-mar;No;Mobile;Moderate
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;1-mar;No;Mobile;Moderate
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;1-mar;Yes;Mobile;Moderate
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;1-mar;No;Mobile;Moderate
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;0;No;Mobile;Low
Boy;1-may;School;Government;No;No;Low;Mid;Mobile Data;4G;0;No;Mobile;Low
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;1-mar;No;Mobile;Low
Girl;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;3-jun;No;Tab;Moderate
